10,128
60,948
110,2199
160,2462
210,3894
260,4395
310,5995
360,7984
410,10488
460,10024
510,10952
560,12656
610,15491
660,15643
710,16140
760,18669
810,22450
860,21564
910,26341
960,23034
1010,25341
1060,27881
1110,29108
1160,31876
1210,30894
1260,33068
1310,36046
1360,35478
1410,38973
1460,40777
1510,41144
1560,48530
1610,43874
1660,44823
1710,57818
1760,53656
1810,48884
1860,52155
1910,57959
1960,53045
2010,52056
2060,58941
2110,60450
2160,63881
2210,62816
2260,75065
2310,67558
2360,67591
2410,78200
2460,77223
2510,68472
2560,84100
2610,75802
2660,91499
2710,74872
2760,94742
2810,95557
2860,87202
2910,87668
2960,89477
3010,94536
3060,94982
3110,89138
3160,120695
3210,96403
3260,107908
3310,98563
3360,134720
3410,103456
3460,115810
3510,118417
3560,110017
3610,108564
3660,111408
3710,123121
3760,119791
3810,113644
3860,142843
3910,117475
3960,126243
4010,140176
4060,142929
4110,125498
4160,131160
4210,133102
4260,150914
4310,136785
4360,141237
4410,133081
4460,142544
4510,152011
4560,168136
4610,141852
4660,145433
4710,159403
4760,167440
4810,147256
4860,152946
4910,157439
4960,155918
5010,172122
5060,173682
5110,179865
5160,159325
5210,166785
5260,161514
5310,168229
5360,194806
5410,184177
5460,190476
5510,178516
5560,183495
5610,173822
5660,192395
5710,188994
5760,195672
5810,208434
5860,218756
5910,203234
5960,194194
6010,223968
6060,207341
6110,217823
6160,196118
6210,204717
6260,217931
6310,212104
6360,220858
6410,199972
6460,213245
6510,235374
6560,236546
6610,234336
6660,219320
6710,233152
6760,258571
6810,237105
6860,235427
6910,260252
6960,232877
7010,249879
7060,241889
7110,267047
7160,232659
7210,262103
7260,257905
7310,259707
7360,242049
7410,276586
7460,264086
7510,280606
7560,298633
7610,273074
7660,277371
7710,280534
7760,284002
7810,264432
7860,283666
7910,286371
7960,265619
8010,281624
8060,276143
8110,313108
8160,289115
8210,274956
8260,279900
8310,311912
8360,297367
8410,347090
8460,289271
8510,309556
8560,360625
8610,336871
8660,334369
8710,324707
8760,306836
8810,292892
8860,334417
8910,338780
8960,299664
9010,321251
9060,338631
9110,325302
9160,329789
9210,311758
9260,416212
9310,359149
9360,381862
9410,334651
9460,332722
9510,324970
9560,372992
9610,349567
9660,335163
9710,377549
9760,338256
9810,327318
9860,440107
9910,416944
9960,414065
10000,349449
